Algorithm,Benchmark,CPU_Time_Seconds,Memory_MB,Iterations,Vars,Locs,Edges,Atomic_Stmts,Algo_Type,Algo_Category
CEGAR_PRED_BTOR,reader_writer.1.prop1-back-serstep.btor2,47.417570654,882.203125,6,951,3,3,1129,BTOR,CEGAR
CEGAR_PRED_BTOR,reader_writer.3.prop1-back-serstep.btor2,35.254694483,1594.84375,6,1673,3,3,1973,BTOR,CEGAR
CEGAR_PRED_BTOR,resistance.2.prop1-back-serstep.btor2,34.981188147,503.203125,6,589,3,3,714,BTOR,CEGAR
CEGAR_PRED_BTOR,resistance.2.prop1-func-interl.btor2,16.531915145,456.890625,6,589,3,3,714,BTOR,CEGAR
CEGAR_PRED_BTOR,schedule_world.1.prop1-back-serstep.btor2,41.546463588,514.2578125,6,520,3,3,640,BTOR,CEGAR
CEGAR_PRED_BTOR,schedule_world.2.prop1-back-serstep.btor2,35.898465701,591.8125,6,727,3,3,883,BTOR,CEGAR
CEGAR_PRED_BTOR,schedule_world.2.prop1-func-interl.btor2,21.041920644,360.4609375,6,727,3,3,883,BTOR,CEGAR
CEGAR_PRED_BTOR,schedule_world.3.prop1-back-serstep.btor2,36.226931309,578.625,6,934,3,3,1126,BTOR,CEGAR
CEGAR_PRED_BTOR,schedule_world.3.prop1-func-interl.btor2,13.379790494,369.9921875,6,934,3,3,1126,BTOR,CEGAR
CEGAR_PRED_BTOR,count2.btor2,5.862923145,155.79296875,6,3,3,3,8,BTOR,CEGAR
CEGAR_PRED_BTOR,count4.btor2,5.787785464,208.9609375,6,3,3,3,8,BTOR,CEGAR
CEGAR_PRED_BTOR,factorial4even.btor2,12.809431217,216.83984375,6,8,4,5,17,BTOR,CEGAR
CEGAR_PRED_BTOR,recount4.btor2,41.318075532,959.23828125,6,7,3,3,16,BTOR,CEGAR
CEGAR_PRED_BTOR,twocount2.btor2,11.906213884,760.0625,6,10,3,3,22,BTOR,CEGAR
CEGAR_PRED_BTOR,twocount32.btor2,275.702780679,8766.2734375,6,10,3,3,22,BTOR,CEGAR
CEGAR_PRED_BTOR,stack-p1.btor2,42.771794914,1043.48046875,6,802,3,3,835,BTOR,CEGAR
CEGAR_PRED_C,production_cell.1.prop1-func-interl.c,656.885781018,5557.984375,5,1993,5,4,4785,C,CEGAR
CEGAR_PRED_C,count2.c,9.520250213,220.30078125,5,11,5,4,30,C,CEGAR
CEGAR_PRED_C,count4.c,15.299890533,248.8671875,5,11,5,4,30,C,CEGAR
CEGAR_PRED_C,factorial4even.c,36.975056839,340.375,5,25,5,5,70,C,CEGAR
CEGAR_PRED_C,twocount2.c,73.651889061,1770.578125,5,30,5,4,82,C,CEGAR
CEGAR_EXPL_BTOR,driving_phils.1.prop1-back-serstep.btor2,26.336630676,563.30859375,5,934,3,3,1091,BTOR,CEGAR
CEGAR_EXPL_BTOR,driving_phils.1.prop1-func-interl.btor2,13.300885969,252.0625,5,934,3,3,1091,BTOR,CEGAR
CEGAR_EXPL_BTOR,driving_phils.2.prop1-back-serstep.btor2,28.017424798,583.859375,5,974,3,3,1162,BTOR,CEGAR
CEGAR_EXPL_BTOR,driving_phils.2.prop1-func-interl.btor2,10.111015085,274.46484375,5,974,3,3,1162,BTOR,CEGAR
CEGAR_EXPL_BTOR,driving_phils.3.prop1-back-serstep.btor2,38.236345631,857.53515625,5,1270,3,3,1472,BTOR,CEGAR
CEGAR_EXPL_BTOR,driving_phils.3.prop1-func-interl.btor2,10.45727795,307.11328125,5,1270,3,3,1472,BTOR,CEGAR
CEGAR_EXPL_BTOR,driving_phils.4.prop1-back-serstep.btor2,58.871624277,1004.19921875,5,1410,3,3,1645,BTOR,CEGAR
CEGAR_EXPL_BTOR,driving_phils.4.prop1-func-interl.btor2,9.752866736,346.80859375,5,1410,3,3,1645,BTOR,CEGAR
CEGAR_EXPL_BTOR,driving_phils.5.prop1-back-serstep.btor2,47.951540128,952.8359375,5,1214,3,3,1439,BTOR,CEGAR
CEGAR_EXPL_BTOR,driving_phils.5.prop1-func-interl.btor2,11.589117406,297.24609375,5,1214,3,3,1439,BTOR,CEGAR
CEGAR_EXPL_BTOR,production_cell.1.prop1-back-serstep.btor2,14.473031139,376.5546875,5,724,3,3,901,BTOR,CEGAR
CEGAR_EXPL_BTOR,production_cell.1.prop1-func-interl.btor2,8.100334167,218.06640625,5,724,3,3,901,BTOR,CEGAR
CEGAR_EXPL_BTOR,production_cell.3.prop1-back-serstep.btor2,14.042366974,564.58203125,5,1039,3,3,1276,BTOR,CEGAR
CEGAR_EXPL_BTOR,production_cell.3.prop1-func-interl.btor2,18.610428085,319.078125,5,1039,3,3,1276,BTOR,CEGAR
CEGAR_EXPL_BTOR,production_cell.5.prop1-back-serstep.btor2,19.571465847,587.67578125,5,1249,3,3,1526,BTOR,CEGAR
CEGAR_EXPL_BTOR,production_cell.5.prop1-func-interl.btor2,11.257587824,405.40234375,5,1249,3,3,1526,BTOR,CEGAR
CEGAR_EXPL_BTOR,production_cell.6.prop1-back-serstep.btor2,20.752992825,701.984375,5,1459,3,3,1776,BTOR,CEGAR
CEGAR_EXPL_BTOR,production_cell.6.prop1-func-interl.btor2,19.0236419,451.43359375,5,1459,3,3,1776,BTOR,CEGAR
CEGAR_EXPL_BTOR,schedule_world.3.prop1-back-serstep.btor2,33.020924733,589.8828125,5,934,3,3,1126,BTOR,CEGAR
CEGAR_EXPL_BTOR,schedule_world.3.prop1-func-interl.btor2,23.825712214,416.21875,5,934,3,3,1126,BTOR,CEGAR
CEGAR_EXPL_BTOR,count2.btor2,4.993368883,140.62109375,5,3,3,3,8,BTOR,CEGAR
CEGAR_EXPL_BTOR,count4.btor2,7.372873753,142.8984375,5,3,3,3,8,BTOR,CEGAR
CEGAR_EXPL_BTOR,stack-p1.btor2,33.723539436,1333.125,5,802,3,3,835,BTOR,CEGAR
CEGAR_EXPL_C,driving_phils.2.prop1-func-interl.c,745.989822937,5296.7890625,3,2551,5,4,6027,C,CEGAR
CEGAR_EXPL_C,production_cell.1.prop1-func-interl.c,829.663956361,5275.4765625,3,1993,5,4,4785,C,CEGAR
CEGAR_EXPL_C,count2.c,10.069327791,207.39453125,3,11,5,4,30,C,CEGAR
CEGAR_EXPL_C,count4.c,10.424696903,218.015625,3,11,5,4,30,C,CEGAR
CEGAR_EXPL_C,factorial4even.c,11.52846404,341.08984375,3,25,5,5,70,C,CEGAR
