Input Filename,Input Type,Algorithm,Iterations
reader_writer.3.prop1-back-serstep.yml,C,IMC,3
reader_writer.3.prop1-func-interl.yml,C,IMC,2
recount4.yml,C,IMC,8
resistance.1.prop1-back-serstep.yml,C,IMC,6
resistance.1.prop1-func-interl.yml,C,IMC,5
resistance.1.prop2-back-serstep.yml,C,IMC,6
resistance.1.prop2-func-interl.yml,C,IMC,5
resistance.1.prop3-back-serstep.yml,C,IMC,6
resistance.1.prop3-func-interl.yml,C,IMC,5
resistance.2.prop1-back-serstep.yml,C,IMC,6
resistance.2.prop1-func-interl.yml,C,IMC,5
resistance.2.prop2-back-serstep.yml,C,IMC,6
resistance.2.prop2-func-interl.yml,C,IMC,5
resistance.2.prop3-back-serstep.yml,C,IMC,6
resistance.2.prop3-func-interl.yml,C,IMC,5
rether.1.prop1-back-serstep.yml,C,IMC,4
rether.1.prop1-func-interl.yml,C,IMC,5
rether.2.prop1-back-serstep.yml,C,IMC,4
rether.2.prop1-func-interl.yml,C,IMC,4
rether.3.prop1-back-serstep.yml,C,IMC,2
rether.3.prop1-func-interl.yml,C,IMC,2
rether.4.prop1-back-serstep.yml,C,IMC,2
rether.4.prop1-func-interl.yml,C,IMC,3
rether.5.prop1-back-serstep.yml,C,IMC,2
rether.5.prop1-func-interl.yml,C,IMC,2
rether.6.prop1-back-serstep.yml,C,IMC,2
rether.6.prop1-func-interl.yml,C,IMC,2
rether.7.prop1-back-serstep.yml,C,IMC,2
rether.7.prop1-func-interl.yml,C,IMC,2
rushhour.1.prop1-back-serstep.yml,C,IMC,2
rushhour.1.prop1-func-interl.yml,C,IMC,1
rushhour.2.prop1-back-serstep.yml,C,IMC,1
rushhour.2.prop1-func-interl.yml,C,IMC,1
rushhour.3.prop1-back-serstep.yml,C,IMC,0
rushhour.3.prop1-func-interl.yml,C,IMC,0
rushhour.4.prop1-back-serstep.yml,C,IMC,0
rushhour.4.prop1-func-interl.yml,C,IMC,0
schedule_world.1.prop1-back-serstep.yml,C,IMC,7
schedule_world.1.prop1-func-interl.yml,C,IMC,9
schedule_world.2.prop1-back-serstep.yml,C,IMC,6
schedule_world.2.prop1-func-interl.yml,C,IMC,6
schedule_world.3.prop1-back-serstep.yml,C,IMC,6
schedule_world.3.prop1-func-interl.yml,C,IMC,4
sokoban.1.prop1-back-serstep.yml,C,IMC,2
sokoban.1.prop1-func-interl.yml,C,IMC,3
sokoban.2.prop1-back-serstep.yml,C,IMC,2
sokoban.2.prop1-func-interl.yml,C,IMC,3
sokoban.3.prop1-back-serstep.yml,C,IMC,0
sokoban.3.prop1-func-interl.yml,C,IMC,0
synapse.1.prop1-back-serstep.yml,C,IMC,3
synapse.1.prop1-func-interl.yml,C,IMC,2
synapse.2.prop1-back-serstep.yml,C,IMC,2
synapse.2.prop1-func-interl.yml,C,IMC,2
synapse.3.prop1-back-serstep.yml,C,IMC,2
synapse.3.prop1-func-interl.yml,C,IMC,2
synapse.4.prop1-back-serstep.yml,C,IMC,2
synapse.4.prop1-func-interl.yml,C,IMC,2
synapse.5.prop1-back-serstep.yml,C,IMC,2
synapse.5.prop1-func-interl.yml,C,IMC,2
synapse.6.prop1-back-serstep.yml,C,IMC,2
synapse.6.prop1-func-interl.yml,C,IMC,2
synapse.7.prop1-back-serstep.yml,C,IMC,2
synapse.7.prop1-func-interl.yml,C,IMC,2
szymanski.1.prop1-back-serstep.yml,C,IMC,4
szymanski.1.prop1-func-interl.yml,C,IMC,4
szymanski.2.prop1-back-serstep.yml,C,IMC,4
szymanski.2.prop1-func-interl.yml,C,IMC,4
szymanski.3.prop1-back-serstep.yml,C,IMC,3
szymanski.3.prop1-func-interl.yml,C,IMC,4
szymanski.4.prop1-back-serstep.yml,C,IMC,2
szymanski.4.prop1-func-interl.yml,C,IMC,4
szymanski.5.prop1-back-serstep.yml,C,IMC,2
szymanski.5.prop1-func-interl.yml,C,IMC,2
telephony.1.prop1-back-serstep.yml,C,IMC,4
telephony.1.prop1-func-interl.yml,C,IMC,4
telephony.2.prop1-back-serstep.yml,C,IMC,4
telephony.2.prop1-func-interl.yml,C,IMC,4
telephony.3.prop1-back-serstep.yml,C,IMC,3
telephony.3.prop1-func-interl.yml,C,IMC,3
telephony.4.prop1-back-serstep.yml,C,IMC,3
telephony.4.prop1-func-interl.yml,C,IMC,2
telephony.5.prop1-back-serstep.yml,C,IMC,2
telephony.5.prop1-func-interl.yml,C,IMC,3
telephony.6.prop1-back-serstep.yml,C,IMC,3
telephony.6.prop1-func-interl.yml,C,IMC,3
telephony.7.prop1-back-serstep.yml,C,IMC,3
telephony.7.prop1-func-interl.yml,C,IMC,2
telephony.8.prop1-back-serstep.yml,C,IMC,2
telephony.8.prop1-func-interl.yml,C,IMC,2
train-gate.1.prop1-back-serstep.yml,C,IMC,6
train-gate.1.prop1-func-interl.yml,C,IMC,7
train-gate.2.prop1-back-serstep.yml,C,IMC,4
train-gate.2.prop1-func-interl.yml,C,IMC,6
train-gate.3.prop1-back-serstep.yml,C,IMC,4
train-gate.3.prop1-func-interl.yml,C,IMC,6
train-gate.4.prop1-back-serstep.yml,C,IMC,3
train-gate.4.prop1-func-interl.yml,C,IMC,4
train-gate.5.prop1-back-serstep.yml,C,IMC,4
train-gate.5.prop1-func-interl.yml,C,IMC,4
train-gate.6.prop1-back-serstep.yml,C,IMC,3
train-gate.6.prop1-func-interl.yml,C,IMC,4
train-gate.7.prop1-back-serstep.yml,C,IMC,3
train-gate.7.prop1-func-interl.yml,C,IMC,4
twocount2.yml,C,IMC,14
twocount32.yml,C,IMC,14
adding.1.prop1-back-serstep.yml,C,K-Induction,13
adding.1.prop1-func-interl.yml,C,K-Induction,18
adding.2.prop1-back-serstep.yml,C,K-Induction,12
adding.2.prop1-func-interl.yml,C,K-Induction,18
adding.3.prop1-back-serstep.yml,C,K-Induction,13
adding.3.prop1-func-interl.yml,C,K-Induction,18
adding.4.prop1-back-serstep.yml,C,K-Induction,13
adding.4.prop1-func-interl.yml,C,K-Induction,16
adding.5.prop1-back-serstep.yml,C,K-Induction,14
adding.5.prop1-func-interl.yml,C,K-Induction,16
adding.6.prop1-back-serstep.yml,C,K-Induction,13
adding.6.prop1-func-interl.yml,C,K-Induction,17
anderson.1.prop1-back-serstep.yml,C,K-Induction,8
anderson.1.prop1-func-interl.yml,C,K-Induction,12
anderson.2.prop1-back-serstep.yml,C,K-Induction,8
anderson.2.prop1-func-interl.yml,C,K-Induction,9
anderson.3.prop1-back-serstep.yml,C,K-Induction,8
anderson.3.prop1-func-interl.yml,C,K-Induction,8
anderson.4.prop1-back-serstep.yml,C,K-Induction,7
anderson.4.prop1-func-interl.yml,C,K-Induction,8
anderson.5.prop1-back-serstep.yml,C,K-Induction,6
anderson.5.prop1-func-interl.yml,C,K-Induction,7
anderson.6.prop1-back-serstep.yml,C,K-Induction,6
anderson.6.prop1-func-interl.yml,C,K-Induction,6
anderson.7.prop1-back-serstep.yml,C,K-Induction,5
anderson.7.prop1-func-interl.yml,C,K-Induction,6
anderson.8.prop1-back-serstep.yml,C,K-Induction,6
anderson.8.prop1-func-interl.yml,C,K-Induction,6
at.1.prop1-back-serstep.yml,C,K-Induction,6
at.1.prop1-func-interl.yml,C,K-Induction,6
at.2.prop1-back-serstep.yml,C,K-Induction,6
at.2.prop1-func-interl.yml,C,K-Induction,6
at.3.prop1-back-serstep.yml,C,K-Induction,5
at.3.prop1-func-interl.yml,C,K-Induction,6
at.4.prop1-back-serstep.yml,C,K-Induction,4
at.4.prop1-func-interl.yml,C,K-Induction,5
at.5.prop1-back-serstep.yml,C,K-Induction,5
at.5.prop1-func-interl.yml,C,K-Induction,5
at.6.prop1-back-serstep.yml,C,K-Induction,5
at.6.prop1-func-interl.yml,C,K-Induction,6
at.7.prop1-back-serstep.yml,C,K-Induction,4
at.7.prop1-func-interl.yml,C,K-Induction,5
bakery.1.prop1-back-serstep.yml,C,K-Induction,9
bakery.1.prop1-func-interl.yml,C,K-Induction,12
bakery.2.prop1-back-serstep.yml,C,K-Induction,9
bakery.2.prop1-func-interl.yml,C,K-Induction,12
bakery.3.prop1-back-serstep.yml,C,K-Induction,7
bakery.3.prop1-func-interl.yml,C,K-Induction,9
bakery.4.prop1-back-serstep.yml,C,K-Induction,8
bakery.4.prop1-func-interl.yml,C,K-Induction,9
bakery.5.prop1-back-serstep.yml,C,K-Induction,6
bakery.5.prop1-func-interl.yml,C,K-Induction,7
bakery.6.prop1-back-serstep.yml,C,K-Induction,6
bakery.6.prop1-func-interl.yml,C,K-Induction,8
bakery.7.prop1-back-serstep.yml,C,K-Induction,6
bakery.7.prop1-func-interl.yml,C,K-Induction,6
bakery.8.prop1-back-serstep.yml,C,K-Induction,5
bakery.8.prop1-func-interl.yml,C,K-Induction,7
blocks.2.prop1-back-serstep.yml,C,K-Induction,9
blocks.2.prop1-func-interl.yml,C,K-Induction,9
blocks.3.prop1-back-serstep.yml,C,K-Induction,6
blocks.3.prop1-func-interl.yml,C,K-Induction,8
blocks.4.prop1-back-serstep.yml,C,K-Induction,6
blocks.4.prop1-func-interl.yml,C,K-Induction,6
bridge.1.prop1-back-serstep.yml,C,K-Induction,6
bridge.1.prop1-func-interl.yml,C,K-Induction,8
bridge.2.prop1-back-serstep.yml,C,K-Induction,4
bridge.2.prop1-func-interl.yml,C,K-Induction,6
bridge.3.prop1-back-serstep.yml,C,K-Induction,4
bridge.3.prop1-func-interl.yml,C,K-Induction,5
brp.1.prop1-back-serstep.yml,C,K-Induction,6
brp.1.prop1-func-interl.yml,C,K-Induction,7
brp.2.prop1-back-serstep.yml,C,K-Induction,6
brp.2.prop1-func-interl.yml,C,K-Induction,6
brp.3.prop1-back-serstep.yml,C,K-Induction,6
brp.3.prop1-func-interl.yml,C,K-Induction,7
brp.4.prop1-back-serstep.yml,C,K-Induction,6
brp.4.prop1-func-interl.yml,C,K-Induction,6
brp.5.prop1-back-serstep.yml,C,K-Induction,6
brp.5.prop1-func-interl.yml,C,K-Induction,7
brp.6.prop1-back-serstep.yml,C,K-Induction,6
brp.6.prop1-func-interl.yml,C,K-Induction,7
brp2.1.prop1-back-serstep.yml,C,K-Induction,6
brp2.1.prop1-func-interl.yml,C,K-Induction,7
brp2.1.prop2-back-serstep.yml,C,K-Induction,6
brp2.1.prop2-func-interl.yml,C,K-Induction,6
brp2.1.prop3-back-serstep.yml,C,K-Induction,6
brp2.1.prop3-func-interl.yml,C,K-Induction,7
brp2.2.prop1-back-serstep.yml,C,K-Induction,6
brp2.2.prop1-func-interl.yml,C,K-Induction,6
brp2.2.prop2-back-serstep.yml,C,K-Induction,6
brp2.2.prop2-func-interl.yml,C,K-Induction,6
brp2.2.prop3-back-serstep.yml,C,K-Induction,6
brp2.2.prop3-func-interl.yml,C,K-Induction,7
brp2.3.prop1-back-serstep.yml,C,K-Induction,6
brp2.3.prop1-func-interl.yml,C,K-Induction,7
brp2.3.prop2-back-serstep.yml,C,K-Induction,6
brp2.3.prop2-func-interl.yml,C,K-Induction,6
brp2.3.prop3-back-serstep.yml,C,K-Induction,6
brp2.3.prop3-func-interl.yml,C,K-Induction,6
brp2.4.prop1-back-serstep.yml,C,K-Induction,6
brp2.4.prop1-func-interl.yml,C,K-Induction,6
brp2.4.prop2-back-serstep.yml,C,K-Induction,6
brp2.4.prop2-func-interl.yml,C,K-Induction,7
brp2.4.prop3-back-serstep.yml,C,K-Induction,6
brp2.4.prop3-func-interl.yml,C,K-Induction,6
brp2.5.prop1-back-serstep.yml,C,K-Induction,6
brp2.5.prop1-func-interl.yml,C,K-Induction,7
brp2.5.prop2-back-serstep.yml,C,K-Induction,5
brp2.5.prop2-func-interl.yml,C,K-Induction,7
brp2.5.prop3-back-serstep.yml,C,K-Induction,5
brp2.5.prop3-func-interl.yml,C,K-Induction,6
brp2.6.prop1-back-serstep.yml,C,K-Induction,4
brp2.6.prop1-func-interl.yml,C,K-Induction,7
brp2.6.prop2-back-serstep.yml,C,K-Induction,6
brp2.6.prop2-func-interl.yml,C,K-Induction,7
brp2.6.prop3-back-serstep.yml,C,K-Induction,6
brp2.6.prop3-func-interl.yml,C,K-Induction,6
cambridge.1.prop1-back-serstep.yml,C,K-Induction,5
cambridge.1.prop1-func-interl.yml,C,K-Induction,5
cambridge.1.prop2-back-serstep.yml,C,K-Induction,4
cambridge.1.prop2-func-interl.yml,C,K-Induction,6
cambridge.2.prop1-back-serstep.yml,C,K-Induction,4
cambridge.2.prop1-func-interl.yml,C,K-Induction,6
cambridge.2.prop2-back-serstep.yml,C,K-Induction,4
cambridge.2.prop2-func-interl.yml,C,K-Induction,6
cambridge.3.prop1-back-serstep.yml,C,K-Induction,5
cambridge.3.prop1-func-interl.yml,C,K-Induction,6
cambridge.3.prop2-back-serstep.yml,C,K-Induction,4
cambridge.3.prop2-func-interl.yml,C,K-Induction,6
cambridge.4.prop1-back-serstep.yml,C,K-Induction,4
cambridge.4.prop1-func-interl.yml,C,K-Induction,5
cambridge.4.prop2-back-serstep.yml,C,K-Induction,4
cambridge.4.prop2-func-interl.yml,C,K-Induction,6
cambridge.5.prop1-back-serstep.yml,C,K-Induction,4
cambridge.5.prop1-func-interl.yml,C,K-Induction,5
cambridge.5.prop2-back-serstep.yml,C,K-Induction,4
cambridge.5.prop2-func-interl.yml,C,K-Induction,5
cambridge.6.prop1-back-serstep.yml,C,K-Induction,4
cambridge.6.prop1-func-interl.yml,C,K-Induction,5
cambridge.6.prop2-back-serstep.yml,C,K-Induction,4
cambridge.6.prop2-func-interl.yml,C,K-Induction,6
cambridge.7.prop1-back-serstep.yml,C,K-Induction,4
cambridge.7.prop1-func-interl.yml,C,K-Induction,5
cambridge.7.prop2-back-serstep.yml,C,K-Induction,3
cambridge.7.prop2-func-interl.yml,C,K-Induction,4
collision.1.prop1-back-serstep.yml,C,K-Induction,6
collision.1.prop1-func-interl.yml,C,K-Induction,6
collision.2.prop1-back-serstep.yml,C,K-Induction,6
collision.2.prop1-func-interl.yml,C,K-Induction,6
collision.3.prop1-back-serstep.yml,C,K-Induction,5
collision.3.prop1-func-interl.yml,C,K-Induction,6
collision.4.prop1-back-serstep.yml,C,K-Induction,4
collision.4.prop1-func-interl.yml,C,K-Induction,6
collision.5.prop1-back-serstep.yml,C,K-Induction,4
collision.5.prop1-func-interl.yml,C,K-Induction,5
collision.6.prop1-back-serstep.yml,C,K-Induction,4
collision.6.prop1-func-interl.yml,C,K-Induction,6
count2.yml,C,K-Induction,16
count4.yml,C,K-Induction,32
cyclic_scheduler.1.prop1-back-serstep.yml,C,K-Induction,6
cyclic_scheduler.1.prop1-func-interl.yml,C,K-Induction,7
cyclic_scheduler.2.prop1-back-serstep.yml,C,K-Induction,7
cyclic_scheduler.2.prop1-func-interl.yml,C,K-Induction,8
cyclic_scheduler.3.prop1-back-serstep.yml,C,K-Induction,4
cyclic_scheduler.3.prop1-func-interl.yml,C,K-Induction,4
cyclic_scheduler.4.prop1-back-serstep.yml,C,K-Induction,5
cyclic_scheduler.4.prop1-func-interl.yml,C,K-Induction,6
driving_phils.1.prop1-back-serstep.yml,C,K-Induction,4
driving_phils.1.prop1-func-interl.yml,C,K-Induction,2
driving_phils.2.prop1-back-serstep.yml,C,K-Induction,4
driving_phils.2.prop1-func-interl.yml,C,K-Induction,2
driving_phils.3.prop1-back-serstep.yml,C,K-Induction,4
driving_phils.3.prop1-func-interl.yml,C,K-Induction,2
driving_phils.4.prop1-back-serstep.yml,C,K-Induction,4
driving_phils.4.prop1-func-interl.yml,C,K-Induction,2
driving_phils.5.prop1-back-serstep.yml,C,K-Induction,4
driving_phils.5.prop1-func-interl.yml,C,K-Induction,2
elevator.1.prop1-back-serstep.yml,C,K-Induction,6
elevator.1.prop1-func-interl.yml,C,K-Induction,7
elevator.2.prop1-back-serstep.yml,C,K-Induction,7
elevator.2.prop1-func-interl.yml,C,K-Induction,8
elevator.3.prop1-back-serstep.yml,C,K-Induction,5
elevator.3.prop1-func-interl.yml,C,K-Induction,7
elevator.4.prop1-back-serstep.yml,C,K-Induction,5
elevator.4.prop1-func-interl.yml,C,K-Induction,6
elevator.5.prop1-back-serstep.yml,C,K-Induction,4
elevator.5.prop1-func-interl.yml,C,K-Induction,5
elevator_planning.1.prop1-back-serstep.yml,C,K-Induction,8
elevator_planning.1.prop1-func-interl.yml,C,K-Induction,10
elevator_planning.2.prop1-back-serstep.yml,C,K-Induction,7
elevator_planning.2.prop1-func-interl.yml,C,K-Induction,8
elevator_planning.3.prop1-back-serstep.yml,C,K-Induction,8
elevator_planning.3.prop1-func-interl.yml,C,K-Induction,10
exit.1.prop1-back-serstep.yml,C,K-Induction,7
exit.1.prop1-func-interl.yml,C,K-Induction,8
exit.2.prop1-back-serstep.yml,C,K-Induction,5
exit.2.prop1-func-interl.yml,C,K-Induction,6
exit.3.prop1-back-serstep.yml,C,K-Induction,5
exit.3.prop1-func-interl.yml,C,K-Induction,5
exit.4.prop1-back-serstep.yml,C,K-Induction,5
exit.4.prop1-func-interl.yml,C,K-Induction,6
exit.5.prop1-back-serstep.yml,C,K-Induction,4
exit.5.prop1-func-interl.yml,C,K-Induction,5
extinction.1.prop1-back-serstep.yml,C,K-Induction,4
extinction.1.prop1-func-interl.yml,C,K-Induction,5
extinction.2.prop1-back-serstep.yml,C,K-Induction,4
extinction.2.prop1-func-interl.yml,C,K-Induction,4
extinction.3.prop1-back-serstep.yml,C,K-Induction,4
extinction.3.prop1-func-interl.yml,C,K-Induction,4
extinction.4.prop1-back-serstep.yml,C,K-Induction,4
extinction.4.prop1-func-interl.yml,C,K-Induction,4
factorial4even.yml,C,K-Induction,30
firewire_tree.1.prop1-back-serstep.yml,C,K-Induction,0
firewire_tree.1.prop1-func-interl.yml,C,K-Induction,0
firewire_tree.1.prop2-back-serstep.yml,C,K-Induction,0
firewire_tree.1.prop2-func-interl.yml,C,K-Induction,0
firewire_tree.1.prop3-back-serstep.yml,C,K-Induction,0
firewire_tree.1.prop3-func-interl.yml,C,K-Induction,0
firewire_tree.2.prop1-back-serstep.yml,C,K-Induction,3
firewire_tree.2.prop1-func-interl.yml,C,K-Induction,4
firewire_tree.2.prop2-back-serstep.yml,C,K-Induction,3
firewire_tree.2.prop2-func-interl.yml,C,K-Induction,1
firewire_tree.2.prop3-back-serstep.yml,C,K-Induction,3
firewire_tree.2.prop3-func-interl.yml,C,K-Induction,1
firewire_tree.3.prop1-back-serstep.yml,C,K-Induction,0
firewire_tree.3.prop1-func-interl.yml,C,K-Induction,0
firewire_tree.3.prop2-back-serstep.yml,C,K-Induction,0
firewire_tree.3.prop2-func-interl.yml,C,K-Induction,0
firewire_tree.3.prop3-back-serstep.yml,C,K-Induction,0
firewire_tree.3.prop3-func-interl.yml,C,K-Induction,0
firewire_tree.4.prop1-back-serstep.yml,C,K-Induction,0
firewire_tree.4.prop1-func-interl.yml,C,K-Induction,0
firewire_tree.4.prop2-back-serstep.yml,C,K-Induction,0
firewire_tree.4.prop2-func-interl.yml,C,K-Induction,0
firewire_tree.4.prop3-back-serstep.yml,C,K-Induction,0
firewire_tree.4.prop3-func-interl.yml,C,K-Induction,0
firewire_tree.5.prop1-back-serstep.yml,C,K-Induction,0
firewire_tree.5.prop1-func-interl.yml,C,K-Induction,0
firewire_tree.5.prop2-back-serstep.yml,C,K-Induction,0
firewire_tree.5.prop2-func-interl.yml,C,K-Induction,0
firewire_tree.5.prop3-back-serstep.yml,C,K-Induction,0
firewire_tree.5.prop3-func-interl.yml,C,K-Induction,0
fischer.1.prop1-back-serstep.yml,C,K-Induction,8
fischer.1.prop1-func-interl.yml,C,K-Induction,11
fischer.2.prop1-back-serstep.yml,C,K-Induction,9
fischer.2.prop1-func-interl.yml,C,K-Induction,9
fischer.3.prop1-back-serstep.yml,C,K-Induction,6
fischer.3.prop1-func-interl.yml,C,K-Induction,7
fischer.4.prop1-back-serstep.yml,C,K-Induction,6
fischer.4.prop1-func-interl.yml,C,K-Induction,8
fischer.5.prop1-back-serstep.yml,C,K-Induction,6
fischer.5.prop1-func-interl.yml,C,K-Induction,7
fischer.6.prop1-back-serstep.yml,C,K-Induction,6
fischer.6.prop1-func-interl.yml,C,K-Induction,6
fischer.7.prop1-back-serstep.yml,C,K-Induction,6
fischer.7.prop1-func-interl.yml,C,K-Induction,6
frogs.1.prop1-back-serstep.yml,C,K-Induction,4
frogs.1.prop1-func-interl.yml,C,K-Induction,6
frogs.2.prop1-back-serstep.yml,C,K-Induction,5
frogs.2.prop1-func-interl.yml,C,K-Induction,6
frogs.3.prop1-back-serstep.yml,C,K-Induction,4
frogs.3.prop1-func-interl.yml,C,K-Induction,5
frogs.4.prop1-back-serstep.yml,C,K-Induction,4
frogs.4.prop1-func-interl.yml,C,K-Induction,5
frogs.5.prop1-back-serstep.yml,C,K-Induction,3
frogs.5.prop1-func-interl.yml,C,K-Induction,5
gear.1.prop1-back-serstep.yml,C,K-Induction,5
gear.1.prop1-func-interl.yml,C,K-Induction,7
gear.1.prop2-back-serstep.yml,C,K-Induction,6
gear.1.prop2-func-interl.yml,C,K-Induction,6
gear.1.prop3-back-serstep.yml,C,K-Induction,5
gear.1.prop3-func-interl.yml,C,K-Induction,6
gear.1.prop4-back-serstep.yml,C,K-Induction,5
gear.1.prop4-func-interl.yml,C,K-Induction,6
gear.2.prop1-back-serstep.yml,C,K-Induction,5
gear.2.prop1-func-interl.yml,C,K-Induction,6
gear.2.prop2-back-serstep.yml,C,K-Induction,6
gear.2.prop2-func-interl.yml,C,K-Induction,6
gear.2.prop3-back-serstep.yml,C,K-Induction,6
gear.2.prop3-func-interl.yml,C,K-Induction,6
gear.2.prop4-back-serstep.yml,C,K-Induction,6
gear.2.prop4-func-interl.yml,C,K-Induction,7
hanoi.1.prop1-back-serstep.yml,C,K-Induction,7
hanoi.1.prop1-func-interl.yml,C,K-Induction,8
hanoi.2.prop1-back-serstep.yml,C,K-Induction,6
hanoi.2.prop1-func-interl.yml,C,K-Induction,8
hanoi.3.prop1-back-serstep.yml,C,K-Induction,6
hanoi.3.prop1-func-interl.yml,C,K-Induction,8
hanoi.4.prop1-back-serstep.yml,C,K-Induction,5
hanoi.4.prop1-func-interl.yml,C,K-Induction,7
Huffman_dec.yml,C,K-Induction,3
Huffman_enc.yml,C,K-Induction,3
iprotocol.1.prop1-back-serstep.yml,C,K-Induction,6
iprotocol.1.prop1-func-interl.yml,C,K-Induction,7
iprotocol.2.prop1-back-serstep.yml,C,K-Induction,6
iprotocol.2.prop1-func-interl.yml,C,K-Induction,7
iprotocol.3.prop1-back-serstep.yml,C,K-Induction,6
iprotocol.3.prop1-func-interl.yml,C,K-Induction,6
iprotocol.4.prop1-back-serstep.yml,C,K-Induction,6
iprotocol.4.prop1-func-interl.yml,C,K-Induction,7
iprotocol.5.prop1-back-serstep.yml,C,K-Induction,6
iprotocol.5.prop1-func-interl.yml,C,K-Induction,6
iprotocol.6.prop1-back-serstep.yml,C,K-Induction,6
iprotocol.6.prop1-func-interl.yml,C,K-Induction,6
iprotocol.7.prop1-back-serstep.yml,C,K-Induction,5
iprotocol.7.prop1-func-interl.yml,C,K-Induction,7
krebs.1.prop1-back-serstep.yml,C,K-Induction,8
krebs.1.prop1-func-interl.yml,C,K-Induction,11
krebs.2.prop1-back-serstep.yml,C,K-Induction,7
krebs.2.prop1-func-interl.yml,C,K-Induction,8
krebs.3.prop1-back-serstep.yml,C,K-Induction,7
krebs.3.prop1-func-interl.yml,C,K-Induction,9
krebs.4.prop1-back-serstep.yml,C,K-Induction,6
krebs.4.prop1-func-interl.yml,C,K-Induction,8
lamport.1.prop1-back-serstep.yml,C,K-Induction,7
lamport.1.prop1-func-interl.yml,C,K-Induction,7
lamport.2.prop1-back-serstep.yml,C,K-Induction,6
lamport.2.prop1-func-interl.yml,C,K-Induction,6
lamport.3.prop1-back-serstep.yml,C,K-Induction,7
lamport.3.prop1-func-interl.yml,C,K-Induction,7
lamport.5.prop1-back-serstep.yml,C,K-Induction,6
lamport.5.prop1-func-interl.yml,C,K-Induction,6
lamport.6.prop1-back-serstep.yml,C,K-Induction,6
lamport.6.prop1-func-interl.yml,C,K-Induction,6
lamport.7.prop1-back-serstep.yml,C,K-Induction,5
lamport.7.prop1-func-interl.yml,C,K-Induction,5
lamport.8.prop1-back-serstep.yml,C,K-Induction,5
lamport.8.prop1-func-interl.yml,C,K-Induction,4
lamport_nonatomic.1.prop1-back-serstep.yml,C,K-Induction,4
lamport_nonatomic.1.prop1-func-interl.yml,C,K-Induction,4
lamport_nonatomic.2.prop1-back-serstep.yml,C,K-Induction,4
lamport_nonatomic.2.prop1-func-interl.yml,C,K-Induction,5
lamport_nonatomic.3.prop1-back-serstep.yml,C,K-Induction,4
lamport_nonatomic.3.prop1-func-interl.yml,C,K-Induction,4
lamport_nonatomic.4.prop1-back-serstep.yml,C,K-Induction,4
lamport_nonatomic.4.prop1-func-interl.yml,C,K-Induction,4
lamport_nonatomic.5.prop1-back-serstep.yml,C,K-Induction,4
lamport_nonatomic.5.prop1-func-interl.yml,C,K-Induction,4
lann.1.prop1-back-serstep.yml,C,K-Induction,7
lann.1.prop1-func-interl.yml,C,K-Induction,9
lann.2.prop1-back-serstep.yml,C,K-Induction,6
lann.2.prop1-func-interl.yml,C,K-Induction,8
lann.3.prop1-back-serstep.yml,C,K-Induction,7
lann.3.prop1-func-interl.yml,C,K-Induction,6
lann.4.prop1-back-serstep.yml,C,K-Induction,6
lann.4.prop1-func-interl.yml,C,K-Induction,7
lann.5.prop1-back-serstep.yml,C,K-Induction,5
lann.5.prop1-func-interl.yml,C,K-Induction,6
lann.6.prop1-back-serstep.yml,C,K-Induction,7
lann.6.prop1-func-interl.yml,C,K-Induction,6
lann.7.prop1-back-serstep.yml,C,K-Induction,6
lann.7.prop1-func-interl.yml,C,K-Induction,7
lann.8.prop1-back-serstep.yml,C,K-Induction,6
lann.8.prop1-func-interl.yml,C,K-Induction,7
leader_election.1.prop1-back-serstep.yml,C,K-Induction,4
leader_election.1.prop1-func-interl.yml,C,K-Induction,4
leader_election.2.prop1-back-serstep.yml,C,K-Induction,4
leader_election.2.prop1-func-interl.yml,C,K-Induction,4
leader_election.3.prop1-back-serstep.yml,C,K-Induction,3
leader_election.3.prop1-func-interl.yml,C,K-Induction,3
leader_election.4.prop1-back-serstep.yml,C,K-Induction,2
leader_election.4.prop1-func-interl.yml,C,K-Induction,4
leader_election.5.prop1-back-serstep.yml,C,K-Induction,0
leader_election.5.prop1-func-interl.yml,C,K-Induction,4
leader_election.6.prop1-back-serstep.yml,C,K-Induction,0
leader_election.6.prop1-func-interl.yml,C,K-Induction,2
leader_filters.1.prop1-back-serstep.yml,C,K-Induction,6
leader_filters.1.prop1-func-interl.yml,C,K-Induction,7
leader_filters.2.prop1-back-serstep.yml,C,K-Induction,6
leader_filters.2.prop1-func-interl.yml,C,K-Induction,7
leader_filters.3.prop1-back-serstep.yml,C,K-Induction,6
leader_filters.3.prop1-func-interl.yml,C,K-Induction,6
leader_filters.4.prop1-back-serstep.yml,C,K-Induction,6
leader_filters.4.prop1-func-interl.yml,C,K-Induction,6
leader_filters.5.prop1-back-serstep.yml,C,K-Induction,4
leader_filters.5.prop1-func-interl.yml,C,K-Induction,5
leader_filters.6.prop1-back-serstep.yml,C,K-Induction,5
leader_filters.6.prop1-func-interl.yml,C,K-Induction,5
leader_filters.7.prop1-back-serstep.yml,C,K-Induction,4
leader_filters.7.prop1-func-interl.yml,C,K-Induction,4
lifts.1.prop1-back-serstep.yml,C,K-Induction,4
lifts.1.prop1-func-interl.yml,C,K-Induction,4
lifts.2.prop1-back-serstep.yml,C,K-Induction,4
lifts.2.prop1-func-interl.yml,C,K-Induction,4
lifts.3.prop1-back-serstep.yml,C,K-Induction,4
