Filename,Input Type,CPU Time,Memory
bridge.3.prop1-back-serstep.yml,C,70.752718777s,1166082048B
bridge.3.prop1-func-interl.yml,C,85.163650935s,714330112B
brp.1.prop1-back-serstep.yml,C,33.3950488s,507592704B
brp.1.prop1-func-interl.yml,C,16.802923339s,592363520B
brp.2.prop1-back-serstep.yml,C,19.904887066s,872058880B
brp.2.prop1-func-interl.yml,C,31.761396661s,595460096B
brp.3.prop1-back-serstep.yml,C,38.656787731s,721465344B
brp.3.prop1-func-interl.yml,C,19.133334178s,745328640B
brp.4.prop1-back-serstep.yml,C,46.320303601s,573042688B
brp.4.prop1-func-interl.yml,C,29.270266611s,738680832B
brp.5.prop1-back-serstep.yml,C,40.324176899s,744464384B
brp.5.prop1-func-interl.yml,C,53.684416475s,799666176B
brp.6.prop1-back-serstep.yml,C,60.521544592s,733421568B
brp.6.prop1-func-interl.yml,C,31.53683109s,976846848B
brp2.1.prop1-back-serstep.yml,C,48.870849639s,717131776B
brp2.1.prop1-func-interl.yml,C,31.782807984s,532221952B
brp2.1.prop2-back-serstep.yml,C,53.109039047s,752844800B
brp2.1.prop2-func-interl.yml,C,53.714855687s,688463872B
brp2.1.prop3-back-serstep.yml,C,32.445979254s,870477824B
brp2.1.prop3-func-interl.yml,C,19.285094449s,635723776B
brp2.2.prop1-back-serstep.yml,C,53.445976358s,740220928B
brp2.2.prop1-func-interl.yml,C,30.05234608s,704802816B
brp2.2.prop2-back-serstep.yml,C,50.207910356s,607952896B
brp2.2.prop2-func-interl.yml,C,27.116623142s,600887296B
brp2.2.prop3-back-serstep.yml,C,45.923501161s,981422080B
brp2.2.prop3-func-interl.yml,C,18.463223696s,590635008B
brp2.3.prop1-back-serstep.yml,C,23.508280499s,706846720B
brp2.3.prop1-func-interl.yml,C,22.783917501s,662523904B
brp2.3.prop2-back-serstep.yml,C,46.109351751s,803905536B
brp2.3.prop2-func-interl.yml,C,23.845381069s,582823936B
brp2.3.prop3-back-serstep.yml,C,53.234024692s,922513408B
brp2.3.prop3-func-interl.yml,C,15.908019779s,525230080B
brp2.4.prop1-back-serstep.yml,C,37.353858917s,717533184B
brp2.4.prop1-func-interl.yml,C,34.302229467s,694022144B
brp2.4.prop2-back-serstep.yml,C,65.672952164s,625377280B
brp2.4.prop2-func-interl.yml,C,23.214097906s,786640896B
brp2.4.prop3-back-serstep.yml,C,42.335347616s,660430848B
brp2.4.prop3-func-interl.yml,C,20.587665994s,529866752B
brp2.5.prop1-back-serstep.yml,C,32.454323523s,684331008B
brp2.5.prop1-func-interl.yml,C,23.657889524s,593100800B
brp2.5.prop2-back-serstep.yml,C,34.235166983s,817852416B
brp2.5.prop2-func-interl.yml,C,24.729633088s,660074496B
brp2.5.prop3-back-serstep.yml,C,69.115058635s,994304000B
brp2.5.prop3-func-interl.yml,C,22.342923517s,533262336B
brp2.6.prop1-back-serstep.yml,C,28.964210722s,1068322816B
brp2.6.prop1-func-interl.yml,C,19.210516536s,599375872B
brp2.6.prop2-back-serstep.yml,C,43.48257737s,742690816B
brp2.6.prop2-func-interl.yml,C,31.063870111s,466714624B
brp2.6.prop3-back-serstep.yml,C,24.902918038s,1005629440B
brp2.6.prop3-func-interl.yml,C,22.828182475s,557948928B
cambridge.1.prop1-back-serstep.yml,C,72.831950728s,1802637312B
cambridge.1.prop1-func-interl.yml,C,82.768517362s,838578176B
cambridge.1.prop2-back-serstep.yml,C,56.947935931s,2200563712B
cambridge.1.prop2-func-interl.yml,C,30.474492252s,1090850816B
cambridge.2.prop1-back-serstep.yml,C,91.889290791s,1969975296B
cambridge.2.prop1-func-interl.yml,C,50.876835791s,641064960B
cambridge.2.prop2-back-serstep.yml,C,75.498743615s,2221072384B
cambridge.2.prop2-func-interl.yml,C,73.202743219s,930914304B
cambridge.3.prop1-back-serstep.yml,C,105.216985896s,1785815040B
cambridge.3.prop1-func-interl.yml,C,92.208129196s,778645504B
cambridge.3.prop2-back-serstep.yml,C,200.435497363s,2703331328B
cambridge.3.prop2-func-interl.yml,C,85.531969865s,1216499712B
cambridge.4.prop1-back-serstep.yml,C,179.632429646s,1499344896B
cambridge.4.prop1-func-interl.yml,C,46.161739605s,857485312B
cambridge.4.prop2-back-serstep.yml,C,60.292889228s,1363324928B
cambridge.4.prop2-func-interl.yml,C,41.427914655s,1128439808B
cambridge.5.prop1-func-interl.yml,C,135.020529354s,1243570176B
cambridge.5.prop2-back-serstep.yml,C,255.03211554s,4335796224B
cambridge.5.prop2-func-interl.yml,C,75.090632957s,1228746752B
cambridge.6.prop1-back-serstep.yml,C,136.074724892s,6718468096B
cambridge.6.prop1-func-interl.yml,C,102.952743906s,1478045696B
cambridge.6.prop2-func-interl.yml,C,149.664553704s,2453381120B
cambridge.7.prop1-back-serstep.yml,C,262.473281306s,9259032576B
cambridge.7.prop2-func-interl.yml,C,273.234371776s,2129944576B
collision.1.prop1-back-serstep.yml,C,21.983245002s,462311424B
collision.1.prop1-func-interl.yml,C,27.394055107s,495546368B
collision.2.prop1-back-serstep.yml,C,21.763870327s,577429504B
collision.2.prop1-func-interl.yml,C,31.344623654s,431099904B
collision.3.prop1-back-serstep.yml,C,24.787403095s,616333312B
collision.3.prop1-func-interl.yml,C,23.91606191s,583692288B
collision.4.prop1-back-serstep.yml,C,31.379038993s,958144512B
collision.4.prop1-func-interl.yml,C,36.783654125s,683122688B
collision.5.prop1-back-serstep.yml,C,30.462210522s,1194168320B
collision.5.prop1-func-interl.yml,C,30.619398471s,857497600B
collision.6.prop1-back-serstep.yml,C,46.821476292s,813002752B
collision.6.prop1-func-interl.yml,C,31.793589391s,1293783040B
cyclic_scheduler.1.prop1-back-serstep.yml,C,35.834308372s,1085399040B
cyclic_scheduler.1.prop1-func-interl.yml,C,33.278086874s,943910912B
cyclic_scheduler.2.prop1-back-serstep.yml,C,18.678891927s,763334656B
cyclic_scheduler.2.prop1-func-interl.yml,C,29.59232559s,482742272B
cyclic_scheduler.3.prop1-back-serstep.yml,C,231.561465967s,1042788352B
cyclic_scheduler.3.prop1-func-interl.yml,C,46.001633806s,1490763776B
cyclic_scheduler.4.prop1-back-serstep.yml,C,81.930694351s,984645632B
cyclic_scheduler.4.prop1-func-interl.yml,C,37.965731817s,858124288B
driving_phils.1.prop1-back-serstep.yml,C,63.513997756s,887648256B
driving_phils.1.prop1-func-interl.yml,C,19.013890845s,683438080B
driving_phils.2.prop1-back-serstep.yml,C,33.969703599s,1066418176B
driving_phils.2.prop1-func-interl.yml,C,31.330450789s,549150720B
driving_phils.3.prop1-back-serstep.yml,C,110.669655733s,1626718208B
driving_phils.3.prop1-func-interl.yml,C,52.08532616s,1178939392B
driving_phils.4.prop1-back-serstep.yml,C,51.367537637s,1868980224B
driving_phils.4.prop1-func-interl.yml,C,51.231843106s,746651648B
driving_phils.5.prop1-back-serstep.yml,C,65.509426732s,1191665664B
driving_phils.5.prop1-func-interl.yml,C,60.019587423s,613617664B
elevator.1.prop1-back-serstep.yml,C,20.392815128s,645988352B
elevator.1.prop1-func-interl.yml,C,35.138636204s,629223424B
elevator.2.prop1-back-serstep.yml,C,22.338749709s,535666688B
elevator.2.prop1-func-interl.yml,C,15.780971757s,489967616B
elevator.3.prop1-back-serstep.yml,C,37.873012109s,1048092672B
elevator.3.prop1-func-interl.yml,C,27.874066676s,892678144B
elevator.4.prop1-back-serstep.yml,C,59.073315247s,762679296B
elevator.4.prop1-func-interl.yml,C,27.849280051s,754892800B
elevator.5.prop1-back-serstep.yml,C,123.24576011s,1189449728B
elevator.5.prop1-func-interl.yml,C,63.757231639s,1215766528B
elevator_planning.1.prop1-back-serstep.yml,C,14.621293213s,498671616B
elevator_planning.1.prop1-func-interl.yml,C,21.096197544s,331390976B
elevator_planning.2.prop1-back-serstep.yml,C,32.829322396s,656367616B
elevator_planning.2.prop1-func-interl.yml,C,18.444848275s,542236672B
elevator_planning.3.prop1-back-serstep.yml,C,20.628141304s,383762432B
elevator_planning.3.prop1-func-interl.yml,C,18.028851051s,328126464B
exit.1.prop1-back-serstep.yml,C,40.406497125s,555433984B
exit.1.prop1-func-interl.yml,C,33.23480334s,444461056B
exit.2.prop1-back-serstep.yml,C,95.181667129s,1660846080B
exit.2.prop1-func-interl.yml,C,94.956987273s,1091461120B
exit.3.prop1-back-serstep.yml,C,95.118690398s,2703257600B
exit.3.prop1-func-interl.yml,C,33.475545596s,1163997184B
exit.4.prop1-back-serstep.yml,C,116.094127907s,1405517824B
exit.4.prop1-func-interl.yml,C,34.711386859s,1209937920B
exit.5.prop1-back-serstep.yml,C,206.20749905s,5657149440B
exit.5.prop1-func-interl.yml,C,69.633355447s,1582059520B
extinction.1.prop1-back-serstep.yml,C,233.187458964s,3493117952B
extinction.1.prop1-func-interl.yml,C,55.363646091s,1523089408B
extinction.2.prop1-func-interl.yml,C,146.566881905s,1103478784B
extinction.3.prop1-back-serstep.yml,C,244.633667014s,6082396160B
extinction.3.prop1-func-interl.yml,C,117.659512689s,1162522624B
fischer.1.prop1-back-serstep.yml,C,16.692625261s,291094528B
fischer.1.prop1-func-interl.yml,C,18.111813409s,322543616B
fischer.2.prop1-back-serstep.yml,C,16.039572962s,424787968B
fischer.2.prop1-func-interl.yml,C,23.420285593s,350572544B
fischer.3.prop1-back-serstep.yml,C,35.673523612s,372264960B
fischer.3.prop1-func-interl.yml,C,22.857652542s,551870464B
fischer.4.prop1-back-serstep.yml,C,19.918865715s,621830144B
fischer.4.prop1-func-interl.yml,C,29.818356829s,695304192B
fischer.5.prop1-back-serstep.yml,C,22.282488031s,866164736B
fischer.5.prop1-func-interl.yml,C,18.682746286s,787128320B
fischer.6.prop1-back-serstep.yml,C,45.600065819s,921735168B
fischer.6.prop1-func-interl.yml,C,25.350896374s,763158528B
fischer.7.prop1-back-serstep.yml,C,22.528915612s,797929472B
fischer.7.prop1-func-interl.yml,C,26.463729868s,840069120B
frogs.1.prop1-back-serstep.yml,C,60.98192271s,5210656768B
frogs.1.prop1-func-interl.yml,C,35.99299523s,1355501568B
frogs.2.prop1-back-serstep.yml,C,49.285145543s,2555588608B
frogs.2.prop1-func-interl.yml,C,51.162845932s,1064681472B
frogs.3.prop1-back-serstep.yml,C,114.309146052s,9020129280B
frogs.3.prop1-func-interl.yml,C,70.518300925s,6847451136B
frogs.4.prop1-back-serstep.yml,C,80.253523562s,7365111808B
frogs.4.prop1-func-interl.yml,C,85.690911728s,5432520704B
frogs.5.prop1-back-serstep.yml,C,129.694701774s,8409550848B
frogs.5.prop1-func-interl.yml,C,136.563996722s,7230111744B
gear.1.prop1-back-serstep.yml,C,115.233074184s,893771776B
gear.1.prop1-func-interl.yml,C,37.771818578s,1030737920B
gear.1.prop2-back-serstep.yml,C,38.160804698s,956940288B
gear.1.prop2-func-interl.yml,C,61.794352796s,900177920B
gear.1.prop3-back-serstep.yml,C,84.175441047s,733540352B
gear.1.prop3-func-interl.yml,C,27.095780356s,1077768192B
gear.1.prop4-back-serstep.yml,C,87.143606179s,1135181824B
gear.1.prop4-func-interl.yml,C,36.682486846s,957661184B
gear.2.prop1-back-serstep.yml,C,31.091068518s,1211842560B
gear.2.prop1-func-interl.yml,C,92.643435823s,923582464B
gear.2.prop2-back-serstep.yml,C,32.815300024s,1115648000B
gear.2.prop2-func-interl.yml,C,30.384275555s,1125634048B
gear.2.prop3-back-serstep.yml,C,36.845057687s,934395904B
gear.2.prop3-func-interl.yml,C,48.453240337s,917934080B
gear.2.prop4-back-serstep.yml,C,39.789040427s,765145088B
gear.2.prop4-func-interl.yml,C,36.007928502s,1007775744B
hanoi.1.prop1-back-serstep.yml,C,38.145624565s,605622272B
hanoi.1.prop1-func-interl.yml,C,18.886930137s,463384576B
hanoi.2.prop1-back-serstep.yml,C,47.197934596s,1598169088B
hanoi.2.prop1-func-interl.yml,C,30.219719846s,583643136B
hanoi.3.prop1-back-serstep.yml,C,54.416521016s,2278576128B
hanoi.3.prop1-func-interl.yml,C,22.938393217s,572104704B
hanoi.4.prop1-back-serstep.yml,C,113.701869309s,5524041728B
hanoi.4.prop1-func-interl.yml,C,39.337499084s,1036255232B
iprotocol.1.prop1-back-serstep.yml,C,35.117461163s,704266240B
iprotocol.1.prop1-func-interl.yml,C,34.788528223s,416264192B
iprotocol.2.prop1-back-serstep.yml,C,35.200572396s,728801280B
iprotocol.2.prop1-func-interl.yml,C,42.86426104s,496128000B
iprotocol.3.prop1-back-serstep.yml,C,71.57177287s,597307392B
iprotocol.3.prop1-func-interl.yml,C,37.819524199s,662106112B
iprotocol.4.prop1-back-serstep.yml,C,53.133823853s,612003840B
iprotocol.4.prop1-func-interl.yml,C,25.751539709s,738947072B
iprotocol.5.prop1-back-serstep.yml,C,60.37355545s,985620480B
iprotocol.5.prop1-func-interl.yml,C,33.729679839s,754995200B
iprotocol.6.prop1-back-serstep.yml,C,23.801296024s,850653184B
iprotocol.6.prop1-func-interl.yml,C,20.467507035s,682266624B
iprotocol.7.prop1-back-serstep.yml,C,38.338654114s,942297088B
iprotocol.7.prop1-func-interl.yml,C,25.805878122s,920858624B
krebs.1.prop1-back-serstep.yml,C,17.655354269s,406257664B
krebs.1.prop1-func-interl.yml,C,17.268525117s,292175872B
krebs.2.prop1-back-serstep.yml,C,18.088167732s,550842368B
krebs.2.prop1-func-interl.yml,C,13.671808679s,388268032B
krebs.3.prop1-back-serstep.yml,C,26.797766994s,557789184B
krebs.3.prop1-func-interl.yml,C,11.879577045s,414932992B
krebs.4.prop1-back-serstep.yml,C,45.17282818s,553627648B
krebs.4.prop1-func-interl.yml,C,28.401038894s,464023552B
lamport.1.prop1-back-serstep.yml,C,34.139070033s,485076992B
lamport.1.prop1-func-interl.yml,C,32.570407227s,469323776B
lamport.2.prop1-back-serstep.yml,C,23.612969184s,737632256B
lamport.2.prop1-func-interl.yml,C,31.682290309s,459001856B
lamport.3.prop1-back-serstep.yml,C,31.650196693s,617320448B
lamport.3.prop1-func-interl.yml,C,30.178203676s,477110272B
lamport.5.prop1-back-serstep.yml,C,28.775994481s,766111744B
lamport.5.prop1-func-interl.yml,C,26.855189447s,885587968B
lamport.6.prop1-back-serstep.yml,C,26.323980684s,786780160B
lamport.6.prop1-func-interl.yml,C,30.276826586s,829571072B
lamport.7.prop1-back-serstep.yml,C,42.65415904s,1373786112B
lamport.7.prop1-func-interl.yml,C,43.870810186s,1038184448B
lamport.8.prop1-back-serstep.yml,C,39.091534484s,819286016B
lamport.8.prop1-func-interl.yml,C,66.8228972s,875974656B
lamport_nonatomic.1.prop1-back-serstep.yml,C,106.394907139s,1259433984B
lamport_nonatomic.1.prop1-func-interl.yml,C,128.583238846s,1158000640B
lamport_nonatomic.2.prop1-back-serstep.yml,C,257.072633316s,1227141120B
lamport_nonatomic.2.prop1-func-interl.yml,C,109.176163752s,1542615040B
lamport_nonatomic.3.prop1-back-serstep.yml,C,67.589890432s,1674084352B
lamport_nonatomic.3.prop1-func-interl.yml,C,101.343002108s,1352019968B
lamport_nonatomic.4.prop1-back-serstep.yml,C,191.412423664s,2297319424B
lamport_nonatomic.4.prop1-func-interl.yml,C,154.144010991s,1957732352B
lann.1.prop1-back-serstep.yml,C,27.437120352s,441618432B
lann.1.prop1-func-interl.yml,C,28.485816782s,407339008B
lann.2.prop1-back-serstep.yml,C,36.073443536s,506675200B
lann.2.prop1-func-interl.yml,C,32.554604186s,500068352B
lann.3.prop1-back-serstep.yml,C,33.920772494s,442556416B
lann.3.prop1-func-interl.yml,C,30.638779806s,434216960B
lann.4.prop1-back-serstep.yml,C,27.768947389s,944406528B
lann.4.prop1-func-interl.yml,C,46.473920942s,598310912B
lann.5.prop1-back-serstep.yml,C,54.039352387s,867901440B
lann.5.prop1-func-interl.yml,C,64.744855842s,563232768B
lann.6.prop1-back-serstep.yml,C,21.62778243s,587403264B
lann.6.prop1-func-interl.yml,C,31.208406869s,439635968B
lann.7.prop1-back-serstep.yml,C,42.575555056s,591908864B
lann.7.prop1-func-interl.yml,C,33.92614842s,754900992B
lann.8.prop1-back-serstep.yml,C,50.550746322s,673296384B
lann.8.prop1-func-interl.yml,C,48.144033522s,878235648B
leader_election.1.prop1-func-interl.yml,C,253.410200928s,3092701184B
leader_election.2.prop1-back-serstep.yml,C,215.257171115s,9242435584B
leader_election.2.prop1-func-interl.yml,C,207.095897964s,3294502912B
leader_filters.1.prop1-back-serstep.yml,C,25.075955777s,919003136B
leader_filters.1.prop1-func-interl.yml,C,32.525385064s,603168768B
leader_filters.2.prop1-back-serstep.yml,C,60.960894993s,488865792B
leader_filters.2.prop1-func-interl.yml,C,34.057817391s,541958144B
leader_filters.3.prop1-back-serstep.yml,C,32.521139766s,725651456B
leader_filters.3.prop1-func-interl.yml,C,44.56626816s,765906944B
leader_filters.4.prop1-back-serstep.yml,C,34.790499497s,1015586816B
leader_filters.4.prop1-func-interl.yml,C,44.110068143s,988012544B
leader_filters.5.prop1-back-serstep.yml,C,97.633162396s,1148735488B
leader_filters.5.prop1-func-interl.yml,C,99.189524228s,1011134464B
leader_filters.6.prop1-back-serstep.yml,C,100.870828247s,817172480B
leader_filters.6.prop1-func-interl.yml,C,95.546217167s,769970176B
leader_filters.7.prop1-back-serstep.yml,C,65.534274731s,1673453568B
leader_filters.7.prop1-func-interl.yml,C,154.04927661s,1022877696B
lifts.1.prop1-back-serstep.yml,C,295.130015263s,5106528256B
lifts.1.prop1-func-interl.yml,C,226.037990171s,1168629760B
lifts.2.prop1-func-interl.yml,C,80.577388098s,1585119232B
lifts.5.prop1-func-interl.yml,C,150.331176636s,2243424256B
loyd.1.prop1-back-serstep.yml,C,9.972540873s,307691520B
loyd.1.prop1-func-interl.yml,C,17.15958078s,321929216B
loyd.2.prop1-back-serstep.yml,C,11.623805154s,470138880B
loyd.2.prop1-func-interl.yml,C,11.449194919s,356233216B
loyd.3.prop1-back-serstep.yml,C,15.839662303s,538083328B
loyd.3.prop1-func-interl.yml,C,12.817017653s,436764672B
lup.1.prop1-back-serstep.yml,C,39.804670053s,776769536B
lup.1.prop1-func-interl.yml,C,18.605799229s,740147200B
lup.2.prop1-back-serstep.yml,C,62.183414059s,2581786624B
lup.2.prop1-func-interl.yml,C,48.676092437s,1605378048B
lup.3.prop1-back-serstep.yml,C,127.304527362s,5254680576B
lup.3.prop1-func-interl.yml,C,70.290357352s,1301819392B
lup.4.prop1-back-serstep.yml,C,98.602667614s,5542330368B
lup.4.prop1-func-interl.yml,C,131.910604332s,1247604736B
mcs.1.prop1-back-serstep.yml,C,42.659635752s,530829312B
mcs.1.prop1-func-interl.yml,C,20.719146517s,637804544B
mcs.2.prop1-back-serstep.yml,C,24.139272546s,709140480B
mcs.2.prop1-func-interl.yml,C,30.763012921s,544960512B
mcs.3.prop1-back-serstep.yml,C,26.41319686s,914530304B
mcs.3.prop1-func-interl.yml,C,23.677328235s,824025088B
mcs.4.prop1-back-serstep.yml,C,53.425598777s,724185088B
mcs.4.prop1-func-interl.yml,C,21.47074223s,932941824B
mcs.5.prop1-back-serstep.yml,C,92.271692309s,1252880384B
mcs.5.prop1-func-interl.yml,C,56.638882689s,1210109952B
mcs.6.prop1-back-serstep.yml,C,77.360353251s,1079480320B
mcs.6.prop1-func-interl.yml,C,35.622038088s,952856576B
msmie.1.prop1-back-serstep.yml,C,67.562770993s,696406016B
msmie.1.prop1-func-interl.yml,C,38.159852854s,763863040B
msmie.2.prop1-func-interl.yml,C,286.616661139s,1141092352B
needham.1.prop1-back-serstep.yml,C,23.121149111s,892325888B
needham.1.prop1-func-interl.yml,C,35.336367857s,785141760B
needham.1.prop2-back-serstep.yml,C,24.74443056s,715546624B
needham.1.prop2-func-interl.yml,C,24.74740026s,771903488B
needham.1.prop3-back-serstep.yml,C,37.194610792s,522895360B
needham.1.prop3-func-interl.yml,C,40.080353245s,603119616B
needham.1.prop4-back-serstep.yml,C,35.493742623s,880340992B
needham.1.prop4-func-interl.yml,C,37.859816712s,471367680B
needham.2.prop1-back-serstep.yml,C,61.065422286s,1411809280B
needham.2.prop1-func-interl.yml,C,50.457507989s,1397428224B
needham.2.prop2-back-serstep.yml,C,75.596962543s,897155072B
needham.2.prop2-func-interl.yml,C,47.11094654s,1188360192B
needham.2.prop3-back-serstep.yml,C,49.938389529s,1492328448B
needham.2.prop3-func-interl.yml,C,100.822701851s,827777024B
needham.2.prop4-back-serstep.yml,C,94.306489765s,1366380544B
needham.2.prop4-func-interl.yml,C,47.849303394s,924573696B
needham.3.prop1-back-serstep.yml,C,153.363143458s,927227904B
needham.3.prop1-func-interl.yml,C,176.45335201s,989274112B
needham.3.prop2-back-serstep.yml,C,129.608383621s,914399232B
needham.3.prop2-func-interl.yml,C,98.060123282s,1020293120B
needham.3.prop3-back-serstep.yml,C,173.769841399s,1500712960B
needham.3.prop3-func-interl.yml,C,119.830570622s,1351335936B
needham.3.prop4-back-serstep.yml,C,148.965767049s,1674969088B
needham.3.prop4-func-interl.yml,C,59.973017814s,1243287552B
needham.4.prop1-back-serstep.yml,C,284.05217091s,1079676928B
needham.4.prop1-func-interl.yml,C,101.926385067s,1453035520B
needham.4.prop2-back-serstep.yml,C,92.378242808s,2255130624B
needham.4.prop2-func-interl.yml,C,133.756619647s,2446553088B
needham.4.prop3-back-serstep.yml,C,256.794882285s,2022670336B
needham.4.prop3-func-interl.yml,C,296.651630558s,2182414336B
needham.4.prop4-back-serstep.yml,C,233.566014312s,1890713600B
needham.4.prop4-func-interl.yml,C,207.501833062s,1465810944B
peg_solitaire.1.prop1-back-serstep.yml,C,29.153606485s,1017036800B
peg_solitaire.1.prop1-func-interl.yml,C,19.12109969s,700825600B
peg_solitaire.2.prop1-back-serstep.yml,C,229.98792455s,8491667456B
peg_solitaire.2.prop1-func-interl.yml,C,205.317616004s,5817671680B
peg_solitaire.3.prop1-func-interl.yml,C,270.096212252s,10565120000B
peg_solitaire.4.prop1-back-serstep.yml,C,45.054212542s,1248591872B
peg_solitaire.4.prop1-func-interl.yml,C,42.037863176s,674246656B
peg_solitaire.5.prop1-back-serstep.yml,C,187.541334131s,8144670720B
peg_solitaire.5.prop1-func-interl.yml,C,182.483934574s,4407246848B
peg_solitaire.6.prop1-back-serstep.yml,C,277.002080226s,6324695040B
peg_solitaire.6.prop1-func-interl.yml,C,57.634528026s,1509453824B
peterson.1.prop1-back-serstep.yml,C,13.052427419s,468717568B
peterson.1.prop1-func-interl.yml,C,24.622246839s,399159296B
peterson.2.prop1-back-serstep.yml,C,26.423749568s,503754752B
peterson.2.prop1-func-interl.yml,C,11.740435951s,443215872B
peterson.3.prop1-back-serstep.yml,C,25.837021537s,426655744B
peterson.3.prop1-func-interl.yml,C,22.268143207s,350916608B
peterson.4.prop1-back-serstep.yml,C,29.447069561s,527880192B
peterson.4.prop1-func-interl.yml,C,40.932153874s,502059008B
peterson.5.prop1-back-serstep.yml,C,31.623703626s,523960320B
peterson.5.prop1-func-interl.yml,C,27.399036341s,429420544B
peterson.6.prop1-back-serstep.yml,C,20.574104752s,594784256B
peterson.6.prop1-func-interl.yml,C,25.713166881s,552742912B
peterson.7.prop1-back-serstep.yml,C,24.703027178s,713592832B
peterson.7.prop1-func-interl.yml,C,53.115454285s,742690816B
pgm_protocol.6.prop6-func-interl.yml,C,211.768234186s,3421687808B
plc.3.prop2-func-interl.yml,C,285.21663038s,6644301824B
production_cell.1.prop1-back-serstep.yml,C,21.858218095s,639336448B
production_cell.1.prop1-func-interl.yml,C,27.079226219s,434864128B
production_cell.2.prop1-back-serstep.yml,C,17.425594198s,547299328B
production_cell.2.prop1-func-interl.yml,C,26.576116694s,476749824B
production_cell.3.prop1-back-serstep.yml,C,70.81709609s,802041856B
production_cell.3.prop1-func-interl.yml,C,28.39164391s,561295360B
production_cell.4.prop1-back-serstep.yml,C,43.957959917s,697487360B
production_cell.4.prop1-func-interl.yml,C,18.97994579s,721027072B
production_cell.5.prop1-back-serstep.yml,C,39.402194007s,819875840B
production_cell.5.prop1-func-interl.yml,C,55.856647475s,873005056B
production_cell.6.prop1-back-serstep.yml,C,60.218242034s,1418145792B
production_cell.6.prop1-func-interl.yml,C,88.164580316s,673730560B
protocols.1.prop1-back-serstep.yml,C,12.713857705s,324845568B
protocols.1.prop1-func-interl.yml,C,8.715491523s,313421824B
protocols.2.prop1-back-serstep.yml,C,27.113025484s,359686144B
protocols.2.prop1-func-interl.yml,C,12.32276072s,297934848B
protocols.3.prop1-back-serstep.yml,C,13.84856232s,461127680B
protocols.3.prop1-func-interl.yml,C,18.085241671s,385462272B
protocols.4.prop1-back-serstep.yml,C,23.569743872s,345554944B
protocols.4.prop1-func-interl.yml,C,22.390883249s,402718720B
protocols.5.prop1-back-serstep.yml,C,16.398003903s,436957184B
protocols.5.prop1-func-interl.yml,C,11.267755657s,351936512B
reader_writer.1.prop1-back-serstep.yml,C,28.57706455s,846401536B
reader_writer.1.prop1-func-interl.yml,C,39.208278067s,855277568B
reader_writer.2.prop1-back-serstep.yml,C,97.244285806s,712491008B
reader_writer.2.prop1-func-interl.yml,C,37.987892532s,1059074048B
reader_writer.3.prop1-back-serstep.yml,C,219.452122948s,1124052992B
reader_writer.3.prop1-func-interl.yml,C,71.896221549s,1360228352B
resistance.1.prop1-back-serstep.yml,C,12.729445376s,441847808B
resistance.1.prop1-func-interl.yml,C,24.387555456s,393744384B
resistance.1.prop2-back-serstep.yml,C,23.901208493s,452202496B
resistance.1.prop2-func-interl.yml,C,20.417593575s,398012416B
resistance.1.prop3-back-serstep.yml,C,31.902233143s,469868544B
resistance.1.prop3-func-interl.yml,C,21.400127461s,359555072B
resistance.2.prop1-back-serstep.yml,C,28.127915487s,470048768B
resistance.2.prop1-func-interl.yml,C,14.307248839s,471678976B
resistance.2.prop2-back-serstep.yml,C,18.820388768s,543277056B
resistance.2.prop2-func-interl.yml,C,27.383085573s,465534976B
resistance.2.prop3-back-serstep.yml,C,32.080545862s,496041984B
resistance.2.prop3-func-interl.yml,C,17.437405252s,400691200B
rether.1.prop1-back-serstep.yml,C,29.685992765s,1230286848B
rether.1.prop1-func-interl.yml,C,27.104229634s,841535488B
rether.2.prop1-back-serstep.yml,C,95.109755236s,1403031552B
rether.2.prop1-func-interl.yml,C,32.734252172s,1081901056B
rether.3.prop1-func-interl.yml,C,111.965258378s,1395806208B
schedule_world.1.prop1-back-serstep.yml,C,28.294218264s,444628992B
schedule_world.1.prop1-func-interl.yml,C,23.401742722s,390455296B
schedule_world.2.prop1-back-serstep.yml,C,14.136489731s,1124716544B
schedule_world.2.prop1-func-interl.yml,C,20.900250086s,553861120B
schedule_world.3.prop1-back-serstep.yml,C,46.260315306s,1242476544B
schedule_world.3.prop1-func-interl.yml,C,35.772138535s,826482688B
sokoban.1.prop1-back-serstep.yml,C,200.577270649s,10555150336B
sokoban.1.prop1-func-interl.yml,C,140.952998792s,8313122816B
sokoban.2.prop1-back-serstep.yml,C,145.756125881s,11218042880B
sokoban.2.prop1-func-interl.yml,C,109.65524653s,8595034112B
synapse.2.prop1-back-serstep.yml,C,238.232054286s,5333716992B
synapse.2.prop1-func-interl.yml,C,121.254994347s,3966578688B
synapse.3.prop1-back-serstep.yml,C,219.853892292s,8393662464B
szymanski.1.prop1-back-serstep.yml,C,66.732953376s,929341440B
szymanski.1.prop1-func-interl.yml,C,29.694623634s,1026977792B
szymanski.2.prop1-back-serstep.yml,C,79.286769031s,1404825600B
szymanski.2.prop1-func-interl.yml,C,36.089770147s,972406784B
szymanski.3.prop1-back-serstep.yml,C,185.365135143s,3423322112B
szymanski.3.prop1-func-interl.yml,C,50.620952251s,1387999232B
szymanski.4.prop1-back-serstep.yml,C,202.374508801s,1307594752B
szymanski.4.prop1-func-interl.yml,C,104.585540439s,1561649152B
szymanski.5.prop1-back-serstep.yml,C,109.690461689s,3317993472B
